Title,Chemical_Name,MW,clogP,TPSA,Acceptor,Donor,RotBonds
F1065-0145,"2-{[1-(4-ethoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",371.41,2.69,109.21,5,0,6
F2055-0269,"2-chloro-N-{2-[2-(3-fluorophenyl)-1,3-thiazol-4-yl]ethyl}-4-nitrobenzamide",405.83,3.68,113.37,4,1,6
F9995-0228,N-benzyl-4-chloro-2-nitroaniline,262.69,4.45,55.17,3,1,4
F3222-1848,"11-acetyl-5-{[(3-fluorophenyl)methyl]sulfanyl}-4-(4-methoxyphenyl)-8-thia-4,6,11-triazatricyclo[7.4.0.0^{2,7}]trideca-1(9),2(7),5-trien-3-one",495.59,3.86,115.75,4,0,6
F1577-0004,"N'-[(3Z)-1-acetyl-5-bromo-2-oxo-2,3-dihydro-1H-indol-3-ylidene]benzohydrazide",386.2,3.53,78.84,4,2,3
F3023-0282,"2-{[1-(2,5-dimethoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",387.41,2.19,118.44,6,0,6
F3048-0226,"2-{[1-(3,4-dimethylphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}-N-(4-methoxyphenyl)acetamide",398.48,3.25,101.01,4,1,6
F3019-0040,"2-{[1-(3-chloro-4-fluorophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",379.79,3.3,99.98,4,0,4
F1298-0137,"6-ethyl 3-methyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-3,6-dicarboxylate",485.51,1.84,150.56,7,1,8
F8888-0334,"2-chloro-4-(3-methyl-1,2,4-oxadiazol-5-yl)pyridine",195.61,1.21,51.81,4,1,1
F1298-0148,"6-ethyl 3-methyl 2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-3,6-dicarboxylate",485.51,1.84,150.56,7,1,8
F3048-0060,"2-{[1-(3,5-dimethylphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}-N-(3-methoxyphenyl)acetamide",398.48,3.3,101.01,4,1,6
F8881-4530,"2-chloro-3-(3-methyl-1,2,4-oxadiazol-5-yl)pyridine",195.61,0.96,51.81,4,1,1
F0915-0501,"3-{3-[(2-carboxyphenyl)sulfanyl]-2,5-dioxopyrrolidin-1-yl}benzoic acid",371.36,2.13,137.28,6,0,5
F3222-0033,"7-methoxy-1,2,3,4,9,10-hexahydroacridin-9-one",229.27,1.87,38.33,3,1,1
F0700-0166,"N-[4-(2H-1,3-benzodioxol-5-yl)-1,3-thiazol-2-yl]-3-(2,5-dioxopyrrolidin-1-yl)benzamide",421.43,2.17,126.07,6,1,4
F1065-0525,"2-({1-[4-(acetyloxy)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",385.39,1.59,126.28,6,0,6
F3205-0078,"2-({1-[3-(methoxycarbonyl)thiophen-2-yl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",392.41,1.73,167.41,7,1,6
F1029-0066,"3-amino-2,7-diphenyl-4lambda5-[1,3]thiazolo[3,2-a]pyrimidin-4-ylium benzenesulfonate",304.39,-0.11,71.25,1,1,2
F1199-0032,"2-({2,5-dioxo-1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl}sulfanyl)benzoic acid",395.35,3.44,99.98,4,0,4
F1065-0321,"2-{[1-(4-bromophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",406.25,3.21,99.98,4,0,4
F3023-0929,"3-{[4-(dimethylamino)phenyl]amino}-1-(naphthalen-1-yl)pyrrolidine-2,5-dione",359.42,3.83,52.65,4,2,4
F2224-0099,"2-chloro-N-(2-methyl-4-{2-methyl-4-oxo-3H,4H-pyrido[2,3-d]pyrimidin-3-yl}phenyl)-4-nitrobenzamide",449.85,2.58,117.8,6,2,4
F3205-0061,"2-{[1-(3-chloro-4-methoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",391.83,2.85,109.21,5,0,5
F1199-0003,"2-{[1-(2-bromo-4-methylphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",420.28,3.25,99.98,4,0,4
F2224-0261,"2-chloro-N-(2-fluoro-5-{2-methyl-4-oxo-3H,4H-pyrido[2,3-d]pyrimidin-3-yl}phenyl)-4-nitrobenzamide",453.81,2.29,117.8,6,2,4
F3019-0021,"2-{[1-(2,5-dichlorophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",396.24,3.47,99.98,4,0,4
F3023-0014,"2-{[1-(2,4-dichlorophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",396.24,3.47,99.98,4,0,4
F3023-0409,"3-[(4-methoxyphenyl)amino]-1-(naphthalen-1-yl)pyrrolidine-2,5-dione",346.38,3.76,58.64,4,1,4
F2224-0018,"2-chloro-N-(4-{2-methyl-4-oxo-3H,4H-pyrido[2,3-d]pyrimidin-3-yl}phenyl)-4-nitrobenzamide",435.82,2.74,117.8,6,2,4
F0466-0032,"ethyl 2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-4-phenyl-1,3-thiazole-5-carboxylate",449.48,2.76,133.91,6,1,7
F1199-0004,"2-({1-[2-(difluoromethoxy)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",393.36,2.61,109.21,5,0,6
F2018-5525,"N-[2-(diethylamino)ethyl]-N-(4,6-difluoro-1,3-benzothiazol-2-yl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide hydrochloride",486.53,2.51,102.06,4,1,9
F1936-0008,6-hydroxy-2-phenyl-7-(prop-2-en-1-yl)-4H-chromen-4-one,278.3,4.23,46.53,3,1,3
F3385-5916,"2-{[(6-chloro-7-hydroxy-2-oxo-2H-chromen-4-yl)methyl]sulfanyl}-4,6-dimethylpyridine-3-carbonitrile",372.83,4.03,108.51,5,2,3
F1298-0252,"3,6-diethyl 2-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-3,6-dicarboxylate",499.54,2.37,150.56,7,1,9
F3382-3365,"ethyl 6-fluoro-1-methyl-4-oxo-7-(pyrrolidin-1-yl)-1,4-dihydroquinoline-3-carboxylate",318.34,1.54,49.85,5,2,4
F3023-0834,"3-[(4-ethoxyphenyl)amino]-1-(1-phenylethyl)pyrrolidine-2,5-dione",338.4,4.17,58.64,4,1,6
F0466-0061,"ethyl 3-[3-(2,5-dioxopyrrolidin-1-yl)benzamido]-5-phenylthiophene-2-carboxylate",448.49,3.59,121.02,5,1,7
F3292-0442,"2-{4-methoxy-6-methyl-2H,5H,6H,7H,8H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl}-1-(4-methylphenyl)ethan-1-one",353.41,4.3,48,4,1,4
F0327-0350,"ethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4-phenyl-1,3-thiazole-5-carboxylate",449.48,2.76,133.91,6,1,7
F2607-0311,"2-(4-ethylpiperazin-1-yl)-1,3-benzothiazol-6-yl 3-(2,5-dioxopyrrolidin-1-yl)benzoate",464.54,3.39,111.29,6,2,6
F9995-0534,"4'-methoxy-[1,1'-biphenyl]-4-carbaldehyde",212.24,3.37,26.3,2,0,3
F9995-0540,"3'-methoxy-[1,1'-biphenyl]-4-carbaldehyde",212.24,3.37,26.3,2,0,3
F1192-0005,"1-(2-chlorophenyl)-3-(1,2,3,4-tetrahydroquinolin-1-yl)pyrrolidine-2,5-dione",340.8,4.04,40.62,3,1,2
F3023-0450,"2-({1-[2-(methoxycarbonyl)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",385.39,2.55,126.28,6,0,6
F1298-0241,"3,6-diethyl 2-[4-(2,5-dioxopyrrolidin-1-yl)benzamido]-4H,5H,6H,7H-thieno[2,3-c]pyridine-3,6-dicarboxylate",499.54,2.37,150.56,7,1,9
F2018-1842,"N-(5,6-dimethoxy-1,3-benzothiazol-2-yl)-N-[2-(dimethylamino)ethyl]-3-(2,5-dioxopyrrolidin-1-yl)benzamide hydrochloride",482.55,1.38,120.52,6,1,9
F1457-0041,"2-{[1-(4-methyl-2-nitrophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",387.37,2.35,156.01,7,1,5
F2211-0016,6-amino-2-(4-tert-butylphenyl)-4H-chromen-4-one,293.36,4.45,52.32,3,1,1
F2018-1571,"N-[2-(dimethylamino)ethyl]-N-{4,6-dioxa-10-thia-12-azatricyclo[7.3.0.0^{3,7}]dodeca-1(9),2,7,11-tetraen-11-yl}-4-(2,5-dioxopyrrolidin-1-yl)benzamide hydrochloride",466.51,1.68,120.52,6,1,7
F0902-0900,"2-[(2,5-dioxo-1-{2-[(trifluoromethyl)sulfanyl]phenyl}pyrrolidin-3-yl)sulfanyl]benzoic acid",427.42,3.74,125.28,4,0,5
F1065-0219,"2-{[1-(4-nitrophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",373.34,1.85,156.01,7,1,5
F3205-0105,"2-({2,5-dioxo-1-[4-(trifluoromethoxy)phenyl]pyrrolidin-3-yl}sulfanyl)benzoic acid",411.35,3.27,109.21,5,0,5
F2018-2985,"N-[2-(diethylamino)ethyl]-3-(2,5-dioxopyrrolidin-1-yl)-N-(6-methoxy-1,3-benzothiazol-2-yl)benzamide hydrochloride",480.58,2.48,111.29,5,1,10
F2018-3874,"N-[2-(diethylamino)ethyl]-3-(2,5-dioxopyrrolidin-1-yl)-N-(4-methoxy-1,3-benzothiazol-2-yl)benzamide hydrochloride",480.58,2.48,111.29,5,1,10
F0287-0039,"3-[(1E)-[(2-chloro-4-nitrophenyl)imino]methyl]-2-{[(furan-2-yl)methyl]amino}-9-methyl-4H-pyrido[1,2-a]pyrimidin-4-one",437.84,3.78,113.34,6,2,6
F2862-0070,"1-(4-chloro-3-nitrobenzoyl)-2,3-dihydro-1H-indole-2-carboxamide",345.74,1.84,106.54,4,1,4
F1065-0366,"1-benzyl-3-{[4-(piperidin-1-yl)phenyl]amino}pyrrolidine-2,5-dione",363.45,4.07,52.65,4,2,5
F1799-0241,"1-(4-bromophenyl)-3-[(3-methylphenyl)amino]pyrrolidine-2,5-dione",359.22,4.13,49.41,3,1,3
F1383-0025,"2-({1-[3-(methoxycarbonyl)-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",446.5,3.3,167.41,7,1,6
F2146-0721,"4-ethoxy-3-ethyl-2,3-dihydro-1,3-benzothiazol-2-imine; 4-methylbenzene-1-sulfonic acid",222.31,4.22,61.62,1,1,3
F3139-0181,(2E)-1-(5-chloro-2-hydroxyphenyl)-3-(thiophen-2-yl)prop-2-en-1-one,264.73,4.44,65.54,2,1,3
F1065-0747,"2-({1-[2-(ethoxycarbonyl)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",399.42,3.08,126.28,6,0,7
F3096-1216,4-chloro-N-[4-(piperidin-1-yl)phenyl]benzamide,314.81,4.4,32.34,2,2,3
F3048-0087,"methyl 4-[3-({[(2-ethylphenyl)carbamoyl]methyl}sulfanyl)-2,5-dioxopyrrolidin-1-yl]benzoate",426.49,2.87,118.08,5,1,8
F3048-0066,"N-(3-bromophenyl)-2-{[1-(4-methoxyphenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}acetamide",449.32,3.44,101.01,4,1,6
F5252-0200,"N-(3,4-dichlorophenyl)-4-{[1-(4-methylphenyl)-1H-1,2,3,4-tetrazol-5-yl]methyl}piperazine-1-carboxamide",446.33,3.94,79.18,4,2,5
F1199-0057,"2-{[1-(3-cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}benzoic acid",412.48,3.47,152.01,5,0,4
F1383-0007,"2-({1-[2-(3,4-dimethoxyphenyl)ethyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",415.46,2.99,118.44,6,0,8
F3210-0017,"5-(4-chloro-2-nitrophenyl)-2-methyl-N-[3-(2-oxopropyl)-1,2,4-thiadiazol-5-yl]furan-3-carboxamide",420.83,2.4,156.47,7,1,6
F2019-1588,"N-[3-(dimethylamino)propyl]-N-{4,6-dioxa-10-thia-12-azatricyclo[7.3.0.0^{3,7}]dodeca-1(9),2,7,11-tetraen-11-yl}-3-(2,5-dioxopyrrolidin-1-yl)benzamide hydrochloride",480.54,1.94,120.52,6,1,8
F0466-0043,"N-(2-benzoyl-4-methylphenyl)-3-(2,5-dioxopyrrolidin-1-yl)benzamide",412.44,3.23,83.55,4,1,5
F3023-0304,"2-{[1-(4-ethoxy-2-nitrophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",417.39,2.45,165.24,8,1,7
F3385-0117,8-[(azepan-1-yl)methyl]-7-hydroxy-3-(4-methoxyphenyl)-4H-chromen-4-one,379.45,4.18,59,4,2,4
F0343-0002,"2-(1,3-benzothiazol-2-yl)quinoline",262.33,4.36,54.02,2,1,1
F3023-0383,"1-(2-chlorophenyl)-3-[(4-ethylphenyl)amino]pyrrolidine-2,5-dione",328.79,4.11,49.41,3,1,4
F3386-5305,"N,N-dibenzyl-4-methylbenzamide",315.42,5.06,20.31,1,0,6
F2899-2239,"3-(2,5-dioxopyrrolidin-1-yl)-N-(6-fluoro-1,3-benzothiazol-2-yl)-N-[(furan-2-yl)methyl]benzamide",449.45,2.65,111.96,5,0,6
F3023-0308,"2-{[1-(4-chloro-2-nitrophenyl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",407.79,2.66,156.01,7,1,5
F3115-0039,"1-(2-bromo-4-methylphenyl)-3-[(4-fluorophenyl)amino]pyrrolidine-2,5-dione",377.21,4.11,49.41,3,1,3
F0758-0117,2-methyl-3-phenyl-7-(propan-2-yloxy)-4H-chromen-4-one,294.34,4.12,35.53,3,0,3
F1199-0101,"2-({1-[4-(ethoxycarbonyl)phenyl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",399.42,3.08,126.28,6,0,7
F2146-0718,"3-ethyl-4-methoxy-7-methyl-2,3-dihydro-1,3-benzothiazol-2-imine; 4-methylbenzene-1-sulfonic acid",222.31,4.19,61.62,1,1,2
F3023-0287,"2-({1-[3-(methoxycarbonyl)-6-methyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)pyridine-3-carboxylic acid",460.52,3.82,167.41,7,1,6
F2146-0709,"4-methylbenzene-1-sulfonic acid; 6-ethoxy-3-ethyl-2,3-dihydro-1,3-benzothiazol-2-imine",222.31,4.22,61.62,1,1,3
F1190-0498,"2-(2-chlorophenyl)-6-methoxy-3,4-dihydro-2H-1-benzopyran-4-one",288.73,4.22,35.53,3,0,2
F2040-0165,"2-chloro-N-[1-(furan-2-carbonyl)-1,2,3,4-tetrahydroquinolin-6-yl]-4-nitrobenzamide",425.82,2.85,105.69,5,1,5
F3139-0687,"3-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-6-ethyl-7-methoxy-4H-chromen-4-one",352.38,4.2,53.99,5,0,3
F3325-0132,"3-{[4-(dimethylamino)phenyl]amino}-1-[3-(trifluoromethyl)phenyl]pyrrolidine-2,5-dione",377.36,4.02,52.65,4,2,4
F3023-0397,"3-[(4-methylphenyl)amino]-1-(2-phenylethyl)pyrrolidine-2,5-dione",308.37,4.25,49.41,3,1,5
F0440-0391,"N-[4-bromo-2-(2-chlorobenzoyl)phenyl]-3-(2,5-dioxopyrrolidin-1-yl)-2-oxopropanamide",477.69,2.73,100.62,5,1,6
F2146-0732,"3-(2-ethoxyethyl)-5,6-dimethyl-2,3-dihydro-1,3-benzothiazol-2-imine; 4-methylbenzene-1-sulfonic acid",250.36,4.25,61.62,1,1,4
F0327-0377,"N-(2-benzoyl-4-methylphenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",412.44,3.23,83.55,4,1,5
F0758-0026,"7-ethoxy-2,8-dimethyl-3-phenyl-4H-chromen-4-one",294.34,4.31,35.53,3,0,3
F0196-0379,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-6-ethyl-7-methoxy-4H-chromen-4-one",338.35,4.05,53.99,5,0,3
F2146-0731,"3-(2-ethoxyethyl)-5,7-dimethyl-2,3-dihydro-1,3-benzothiazol-2-imine; 4-methylbenzene-1-sulfonic acid",250.36,4.3,61.62,1,1,4
F1593-0029,"3-{[4-(morpholin-4-yl)phenyl]amino}-1-(naphthalen-1-yl)pyrrolidine-2,5-dione",401.46,3.12,61.88,5,2,4
F2384-0320,"N-(1-butyl-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl)-3-chlorobenzamide",356.85,4.37,49.41,2,1,5
F2384-0258,"N-(1-butyl-2-oxo-1,2,3,4-tetrahydroquinolin-6-yl)-4-chlorobenzamide",356.85,4.37,49.41,2,1,5
F3139-0624,7-methoxy-2-(4-methylphenyl)-4H-chromen-4-one,266.29,4.09,35.53,3,0,2
F3095-3041,"(2E)-3-(4-ethoxy-3-methoxyphenyl)-N,N-bis(2-methylpropyl)prop-2-enamide",333.47,4.8,38.77,3,0,10
F0758-0076,7-ethoxy-8-methyl-3-phenyl-4H-chromen-4-one,280.32,4.11,35.53,3,0,3
F3205-0064,"2-({1-[3-(methoxycarbonyl)thiophen-2-yl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",391.42,2.29,154.52,6,0,6
F1751-0037,"1-(4-nitrophenyl)-3-{[(2E)-1,3,3-trimethyl-2,3-dihydro-1H-indol-2-ylidene]methyl}pyrrolidine-2,5-dione",391.42,4.07,83.76,5,1,3
F3097-0487,5-hydroxy-7-methoxy-2-phenyl-4H-chromen-4-one,268.26,4.15,55.76,4,1,2
F0433-0006,"N-(2,3,5-trichloro-4-hydroxyphenyl)benzenesulfonamide",352.62,3.36,74.78,4,2,3
F3023-0384,"1-(2-ethoxyphenyl)-3-[(4-ethylphenyl)amino]pyrrolidine-2,5-dione",338.4,4.13,58.64,4,1,6
F1589-0512,5-(2-chloro-4-nitrophenyl)-N-(4-acetamidophenyl)furan-2-carboxamide,399.78,3.25,114.48,5,2,5
F2146-0729,"4-methylbenzene-1-sulfonic acid; 6-bromo-3-(2-ethoxyethyl)-2,3-dihydro-1,3-benzothiazol-2-imine",301.2,4.16,61.62,1,1,4
F1913-0659,ethyl 3-propylhexanoate,186.29,4.28,26.3,2,0,8
F2018-4001,"N-[2-(diethylamino)ethyl]-3-(2,5-dioxopyrrolidin-1-yl)-N-(4-ethoxy-1,3-benzothiazol-2-yl)benzamide hydrochloride",494.61,3.01,111.29,5,1,11
F3139-0640,6-methoxy-2-(4-methylphenyl)-4H-chromen-4-one,266.29,4.09,35.53,3,0,2
F0737-0246,"4-(2,5-dioxopyrrolidin-1-yl)-N-{11-methyl-3,10-dithia-5,12-diazatricyclo[7.3.0.0^{2,6}]dodeca-1(9),2(6),4,7,11-pentaen-4-yl}benzamide",422.48,2.18,148.74,5,1,3
F1190-0499,"2-(2-chlorophenyl)-6-methyl-3,4-dihydro-2H-1-benzopyran-4-one",272.73,4.69,26.3,2,0,1
F6660-4201,"4-[5-(1H-pyrrol-2-yl)-1,2,4-oxadiazol-3-yl]pyridine",212.21,1.3,67.6,4,2,2
F3139-0623,"6-bromo-2-(3,4-dimethoxyphenyl)-4H-chromen-4-one",361.19,4.02,44.76,4,0,3
F3139-1043,"3-(2,3-dihydro-1,4-benzodioxin-6-yl)-7-ethoxy-6-ethyl-4H-chromen-4-one",352.38,4.57,53.99,5,0,4
F3023-0286,"2-({1-[3-(methoxycarbonyl)-5-methylthiophen-2-yl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",405.44,2.79,154.52,6,0,6
F3386-1384,N-(5-chloro-2-hydroxyphenyl)-2-oxo-2H-chromene-6-sulfonamide,351.76,3.1,101.08,6,2,3
F2147-0933,"1-(4-iodophenyl)-4-propyl-2,6,7-trioxabicyclo[2.2.2]octane",360.19,4.15,27.69,3,0,3
F3023-0880,"3-[(4-ethoxyphenyl)amino]-1-[3-(trifluoromethyl)phenyl]pyrrolidine-2,5-dione",378.35,4.49,58.64,4,1,5
F3385-2858,3-(2-methoxyphenyl)-7-(2-oxo-2-phenylethoxy)-4H-chromen-4-one,386.4,3.42,61.83,5,0,6
F1243-0007,"1-chloronaphthalen-2-yl N,N-diethylcarbamate",277.75,4.09,29.54,2,0,5
F1457-0027,"2-({1-[3-(methoxycarbonyl)-4,5-dimethylthiophen-2-yl]-2,5-dioxopyrrolidin-3-yl}sulfanyl)benzoic acid",419.47,3.24,154.52,6,0,6
F3385-0004,6-methyl-2-(4-methylphenyl)-4H-chromen-4-one,250.29,4.48,26.3,2,0,1
F3139-0613,2-(2-fluorophenyl)-6-methyl-4H-chromen-4-one,254.26,4.12,26.3,2,0,1
F0779-0619,"N-[4-(1,3-benzothiazol-2-yl)-1,3-thiazol-2-yl]-3-(2,5-dioxopyrrolidin-1-yl)benzamide",434.49,2.36,148.74,5,1,4
F3139-0641,2-(2-chlorophenyl)-6-methoxy-4H-chromen-4-one,286.71,4.05,35.53,3,0,2
F0196-0383,"3-(2H-1,3-benzodioxol-5-yl)-7-methoxy-2-methyl-6-propyl-4H-chromen-4-one",352.38,4.81,53.99,5,0,4
F3139-0629,6-fluoro-2-(4-methylphenyl)-4H-chromen-4-one,254.26,4.12,26.3,2,0,1
F0327-0373,"N-(2-benzoyl-4-chlorophenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",432.86,3.55,83.55,4,1,5
F3385-0990,7-[(2-methylprop-2-en-1-yl)oxy]-3-phenyl-4H-chromen-4-one,292.33,4.26,35.53,3,0,4
F0196-0377,"3-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-7-methoxy-6-propyl-4H-chromen-4-one",366.41,4.73,53.99,5,0,4
F1420-0613,"N-[6-(dimethylsulfamoyl)-1,3-benzothiazol-2-yl]-4-(2,5-dioxopyrrolidin-1-yl)benzamide",458.51,0.89,153.37,6,1,5
F3139-0642,2-(4-chlorophenyl)-6-methoxy-4H-chromen-4-one,286.71,4.3,35.53,3,0,2
F1916-0009,4-(4-formylphenoxy)benzaldehyde,226.23,2.95,43.37,3,0,4
F1065-0148,"1-(2,3-dimethylphenyl)-3-(N-phenylhydroxyamino)pyrrolidine-2,5-dione",310.35,3.25,60.85,4,2,3
F2206-0129,"2-chloro-N-(4-{7-methylimidazo[1,2-a]pyrimidin-2-yl}phenyl)-4-nitrobenzamide",407.81,3.55,102.43,5,1,4
F0400-0026,7-chloro-2-phenyl-4H-chromen-4-one,256.68,4.19,26.3,2,0,1
F0472-0061,4-hydroxy-3-[1-(1H-indol-3-yl)-2-nitroethyl]-2H-chromen-2-one,350.32,2.82,105.46,5,2,4
F2638-0066,"2-chloro-N-[4-(2-methyl-4-oxo-3,4-dihydroquinazolin-3-yl)phenyl]-4-nitrobenzamide",434.83,3.82,104.91,5,1,4
F0921-2538,"4-chloronaphthalen-1-yl N,N-diethylcarbamate",277.75,4.51,29.54,2,0,5
F2666-0047,"4-chloro-3-nitro-N-{2-oxo-1-azatricyclo[6.3.1.0^{4,12}]dodeca-4,6,8(12)-trien-6-yl}benzamide",371.77,2.74,92.55,4,1,3
F2638-0065,"2-chloro-N-[3-(2-methyl-4-oxo-3,4-dihydroquinazolin-3-yl)phenyl]-4-nitrobenzamide",434.83,3.82,104.91,5,1,4
F3394-0325,"N-(3-acetylphenyl)-2-({12-oxo-11-phenyl-7-thia-9,11-diazatricyclo[6.4.0.0^{2,6}]dodeca-1(8),2(6),9-trien-10-yl}sulfanyl)acetamide",475.58,5.03,132.38,4,1,6
F0825-0278,"N-(4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl)naphthalene-1-carboxamide",302.37,1.97,106.8,3,1,2
F3139-0635,2-(2-chlorophenyl)-6-fluoro-4H-chromen-4-one,274.67,4.09,26.3,2,0,1
F0327-0376,"N-(2-benzoyl-4-bromophenyl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",477.31,3.7,83.55,4,1,5
F3139-0964,7-[(3-methylbut-2-en-1-yl)oxy]-3-phenyl-4H-chromen-4-one,306.36,4.79,35.53,3,0,4
F2231-0026,"N-[6-(dimethylsulfamoyl)-1,3-benzothiazol-2-yl]-3-(2,5-dioxopyrrolidin-1-yl)benzamide",458.51,0.89,153.37,6,1,5
F1920-0045,2-(4-chlorophenyl)-6-methyl-4H-chromen-4-one,270.71,4.69,26.3,2,0,1
F3023-0381,"1-[2-(3,4-dimethoxyphenyl)ethyl]-3-[(4-ethylphenyl)amino]pyrrolidine-2,5-dione",382.45,4.44,67.87,5,1,8
F3096-1151,4-bromo-N-(4-chloro-2-nitrophenyl)benzamide,355.57,4.18,72.24,3,1,3
F3139-0634,"2-(2,4-dichlorophenyl)-7-methoxy-4H-chromen-4-one",321.15,4.76,35.53,3,0,2
F3139-0626,6-chloro-2-(4-methylphenyl)-4H-chromen-4-one,270.71,4.69,26.3,2,0,1
F3023-0886,"1-{4-[(difluoromethyl)sulfanyl]phenyl}-3-[(4-ethoxyphenyl)amino]pyrrolidine-2,5-dione",392.42,4.12,83.94,4,1,7
F3205-0104,"methyl 2-(3-{[2-(methoxycarbonyl)phenyl]sulfanyl}-2,5-dioxopyrrolidin-1-yl)thiophene-3-carboxylate",405.44,3.25,143.52,6,0,7
F3139-0625,2-(4-chlorophenyl)-6-fluoro-4H-chromen-4-one,274.67,4.34,26.3,2,0,1
F3385-3067,"8-{[benzyl(methyl)amino]methyl}-3-(3,4-dimethoxyphenyl)-7-hydroxy-4H-chromen-4-one",431.48,3.93,68.23,5,2,7
F0779-0470,"2-(2,5-dioxopyrrolidin-1-yl)-N-{5-thia-3-azatetracyclo[6.6.1.0^{2,6}.0^{11,15}]pentadeca-1(15),2(6),3,7,11,13-hexaen-4-yl}acetamide",365.41,3.07,107.61,4,1,3
F0918-0101,4-chlorophenyl benzenesulfonate,268.72,3.94,51.75,3,0,3
F3139-0616,6-bromo-2-(4-methylphenyl)-4H-chromen-4-one,315.16,4.84,26.3,2,0,1
F0196-1271,"3-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-4-oxo-6-propyl-4H-chromen-7-yl acetate",394.42,4.16,71.06,6,0,5
F3386-4724,phenyl 4-bromobenzene-1-sulfonate,313.17,3.95,18.63,3,0,3
F3139-0619,6-chloro-2-(2-fluorophenyl)-4H-chromen-4-one,274.67,4.34,26.3,2,0,1
F3139-0637,6-chloro-2-(4-fluorophenyl)-4H-chromen-4-one,274.67,4.34,26.3,2,0,1
F1751-0008,"2-{[1-(naphthalen-1-yl)-2,5-dioxopyrrolidin-3-yl]sulfanyl}pyridine-3-carboxylic acid",378.4,2.68,112.87,5,1,4
F2664-0047,"4-chloro-3-nitro-N-{11-oxo-1-azatricyclo[6.3.1.0^{4,12}]dodeca-4(12),5,7-trien-6-yl}benzamide",371.77,2.81,92.55,4,1,3
F3139-0617,6-bromo-2-(2-fluorophenyl)-4H-chromen-4-one,319.13,4.49,26.3,2,0,1
F3228-0111,"6,8-dichloro-2-(3,4,5-trimethoxyphenyl)-4H-chromen-4-one",381.21,4.21,53.99,5,0,4
F2666-0117,"4-chloro-N-{3-methyl-2-oxo-1-azatricyclo[6.3.1.0^{4,12}]dodeca-4,6,8(12)-trien-6-yl}-3-nitrobenzamide",385.8,3.26,92.55,4,1,3
